Date,Open,High,Low,Close,Volume
1996-06-30,99.625,100.125,97.625,15.582,12903600
1996-07-07,99.25,102.25,97.75,15.405,8550000
1996-07-14,98.125,100.25,94.125,14.9136,15853100
1996-07-21,94.5,97.875,89.75,14.756,18862700
1996-07-28,93.375,104.125,89.125,16.3499,21584700
1996-08-04,103.5,109.375,103.375,17.1367,16222700
1996-08-11,108.0,113.875,108.0,17.7444,13502000
1996-08-18,112.0,113.25,109.125,17.3696,10165600
1996-08-25,109.875,113.875,109.5,17.843,8270000
1996-09-01,113.0,115.75,111.25,18.06,9659500
1996-09-08,113.25,115.875,112.5625,18.2375,7785950
1996-09-15,116.0,122.875,115.875,19.2841,16447500
1996-09-22,122.125,125.25,121.5,19.4222,14578200
1996-09-29,122.25,127.875,122.125,19.6984,12619000
1996-10-06,124.875,127.125,123.125,19.9946,10471500
1996-10-13,126.875,130.125,125.5,20.5077,12492600
1996-10-20,129.875,131.25,124.0,20.4285,11749600
1996-10-27,128.0,135.375,126.125,19.9748,17761000
1996-11-03,126.625,129.625,125.125,20.1327,10661159
1996-11-10,127.375,135.125,127.375,21.2754,12393800
1996-11-17,134.375,145.5,133.0,22.9574,17123900
1996-11-24,144.75,159.0,143.0,25.0952,28777000
1996-12-01,158.125,160.75,156.125,25.2334,12079400
1996-12-08,159.625,166.0,151.0,24.6396,21519400
1996-12-15,156.625,161.875,151.5,24.2045,19215200
1996-12-22,153.0,159.75,147.25,24.4813,18810500
1996-12-29,154.0,158.375,152.75,24.5607,5242300
1997-01-05,155.25,159.125,150.25,25.1941,10234500
1997-01-12,159.375,164.25,158.375,25.8071,17902700
1997-01-19,163.0,168.375,162.75,26.1638,16978700
1997-01-26,164.875,170.125,149.0,23.8286,35354600
1997-02-02,151.375,158.25,145.0,24.8376,26134100
1997-02-09,157.375,157.375,145.5,23.6068,21701800
1997-02-16,148.75,148.75,141.125,23.0116,22792500
1997-02-23,145.5,145.875,137.125,21.8411,15939000
1997-03-02,137.625,148.0,137.5,22.8135,16989300
1997-03-09,143.75,149.0,142.5,22.9722,14720500
1997-03-16,144.75,149.75,142.125,22.7933,13269500
1997-03-23,142.75,143.125,132.125,21.028,23113400
1997-03-30,132.625,141.625,130.0,21.7424,14686400
1997-04-06,137.25,139.5,127.125,20.5123,21980700
1997-04-13,130.75,138.0,130.5,21.1671,15443200
1997-04-20,134.5,140.125,133.25,22.1787,13409900
1997-04-27,139.625,157.0,134.75,23.9241,22960100
1997-05-04,149.625,162.875,149.125,25.7292,17726600
1997-05-11,162.875,169.25,162.125,26.6465,16971200
1997-05-18,168.25,177.125,168.125,27.0445,19115900
1997-05-25,169.875,177.375,166.875,27.5817,12263000
1997-06-01,174.0,179.25,84.5,27.5216,24707700
1997-06-08,87.75,87.875,81.75,27.2437,21034800
1997-06-15,86.0,89.75,85.5,28.3172,18614500
1997-06-22,88.75,91.9375,88.25,28.5957,19400900
1997-06-29,89.875,93.75,87.625,29.0333,21218300
1997-07-06,92.25,95.125,90.125,30.1669,11874700
1997-07-13,95.0,97.375,94.0,30.4647,16867700
1997-07-20,95.625,105.25,93.375,33.2489,31825400
1997-07-27,105.25,108.4375,99.375,34.044,31675700
1997-08-03,106.5,107.0,102.75,33.3288,19365900
1997-08-10,104.5625,109.4375,104.0,33.5498,16964600
1997-08-17,104.75,106.0,99.875,31.8567,20007400
1997-08-24,101.0,108.4375,99.6875,33.9084,22000100
1997-08-31,106.375,107.0,100.4688,32.3144,14857800
1997-09-07,101.375,105.25,101.25,33.0316,13250500
1997-09-14,103.9375,104.3125,96.125,31.1587,26102200
1997-09-21,98.125,101.25,96.125,31.6373,18136400
1997-09-28,102.0,105.125,101.1875,32.7129,18734500
1997-10-05,102.375,107.4375,102.0,33.2508,19334900
1997-10-12,105.0625,107.125,104.125,33.45,14474900
1997-10-19,105.5,105.5,95.25,30.422,16953400
1997-10-26,95.8125,105.9375,94.5,31.2388,34966000
1997-11-02,97.25,102.25,88.625,31.3983,38638700
1997-11-09,99.125,103.9375,98.25,31.7789,18685000
1997-11-16,100.75,102.0625,95.25,32.4172,20674700
1997-11-23,103.0,106.375,101.75,33.7154,19457200
1997-11-30,104.9375,109.9375,103.0,34.9726,14919100
1997-12-07,110.0,113.3125,108.875,35.851,21309100
1997-12-14,112.875,113.5,96.375,32.0586,27939900
1997-12-21,101.5,105.5,97.0,32.6173,26829000
1997-12-28,104.75,104.75,98.625,32.4773,9951600
1998-01-04,102.875,105.75,102.75,33.7348,11236800
1998-01-11,105.5625,107.1875,99.375,31.9586,24123000
1998-01-18,98.25,105.1875,97.5,33.5355,24611400
1998-01-25,105.1875,108.375,98.5,31.6789,29373400
1998-02-01,99.25,99.9375,95.625,31.5393,22333700
1998-02-08,100.0,101.25,97.75,31.3628,19166800
1998-02-15,98.125,103.625,97.5,32.7632,21691100
1998-02-22,103.0625,104.625,101.3125,32.8427,15111600
1998-03-01,103.4375,105.875,101.75,33.4226,15206500
1998-03-08,104.1875,104.5625,98.125,31.4022,21034500
1998-03-15,97.125,101.125,95.875,31.8828,19911700
1998-03-22,99.6875,103.25,99.25,32.6622,17293800
1998-03-29,101.5625,106.6875,101.375,33.4026,17933100
1998-04-05,104.125,106.6875,102.5,33.5029,13799500
1998-04-12,106.25,106.5,103.5625,34.0425,12126100
1998-04-19,106.5625,110.0,104.1875,34.4826,17557200
1998-04-26,107.9375,120.0,107.1875,37.5634,32507700
1998-05-03,116.25,118.5,114.375,37.4035,18922500
1998-05-10,117.125,120.0,116.125,38.4751,15073400
1998-05-17,120.1875,129.3125,117.3125,40.0583,28636000
1998-05-24,124.75,127.0,121.125,39.0965,15353800
1998-05-31,122.375,123.0,117.375,37.6737,14322500
1998-06-07,117.375,119.0,113.875,38.1142,17641900
1998-06-14,118.75,120.0,114.0,37.2733,13726500
1998-06-21,114.625,115.4375,106.0,34.0263,27765100
1998-06-28,106.25,114.6875,106.1875,36.2306,16170300
1998-07-05,114.125,116.9375,113.5,36.932,12926800
1998-07-12,115.0,119.25,112.75,37.9943,13991900
1998-07-19,118.5,120.625,116.0,38.5358,12514700
1998-07-26,121.0,131.0,120.3125,39.8373,29875400
1998-08-02,123.75,138.125,122.25,42.4831,24008500
1998-08-09,134.0,134.875,124.0,41.4714,27287000
1998-08-16,128.875,130.125,124.0,40.267,17999400
1998-08-23,125.125,131.0,124.25,41.0704,17801200
1998-08-30,128.0,131.75,120.8125,39.3641,23079800
1998-09-06,123.0,123.75,110.75,38.34,30459900
1998-09-13,124.9375,127.4375,118.1875,40.6491,20182100
1998-09-20,128.0,130.9375,124.25,40.0468,20149700
1998-09-27,120.125,134.9375,120.0,42.8767,20835900
1998-10-04,134.5,136.1875,118.9375,40.0867,25086300
1998-10-11,123.75,127.9375,116.8125,40.8897,35486000
1998-10-18,130.125,138.75,126.5625,43.6594,26597500
1998-10-25,135.0,143.6875,135.0,45.4665,26469500
1998-11-01,141.3125,149.8125,140.0625,47.6944,22022000
1998-11-08,148.4375,150.9375,145.75,48.2269,17897500
1998-11-15,150.75,159.875,149.9375,50.6397,20600800
1998-11-22,158.625,161.375,157.625,51.5045,17068800
1998-11-29,161.0,170.1875,160.5625,54.6804,10503600
1998-12-06,169.75,170.5625,162.25,52.8311,16111600
1998-12-13,164.4375,170.0,163.25,54.0369,15886200
1998-12-20,166.5,172.1875,162.5,55.1831,19775900
1998-12-27,171.5625,187.9375,171.5625,60.4499,13151500
1999-01-03,186.5,189.9375,183.5,59.3039,8854700
1999-01-10,185.0,192.75,181.5,60.3294,22540200
1999-01-17,189.0,190.0,178.875,59.4852,19859600
1999-01-24,187.75,199.25,177.625,57.8167,39761400
1999-01-31,182.25,186.8125,173.5,58.9425,41181500
1999-02-07,184.5,184.5,164.5625,53.3939,29451900
1999-02-14,167.0,178.8125,161.75,55.6386,28941100
1999-02-21,175.0,178.25,168.8125,55.2765,17038900
1999-02-28,172.25,180.0,166.5,54.6725,26107200
1999-03-07,169.5,178.9375,165.0625,57.4501,29591800
1999-03-14,178.625,185.9375,177.0625,57.3298,21431500
1999-03-21,179.1875,183.5,168.0,54.2899,27708000
1999-03-28,168.6875,175.875,164.0,55.5179,25913900
1999-04-04,175.0,181.5,174.375,57.0074,13355500
1999-04-11,179.0,188.0625,178.5625,60.007,22143000
1999-04-18,183.5,184.0,170.125,54.8736,21673200
1999-04-25,170.875,206.5625,163.0,64.3346,51591000
1999-05-02,204.75,215.25,202.3125,67.3741,35623600
1999-05-09,208.0,217.5,206.3125,70.0107,23481700
1999-05-16,217.25,246.0,215.5,77.1004,36196600
1999-05-23,236.0,240.625,229.1875,74.2403,20666100
1999-05-30,230.3125,236.625,112.625,74.7641,34247700
1999-06-06,113.625,116.0,109.4375,74.7641,24534900
1999-06-13,118.125,121.6875,112.5625,73.6765,28775600
1999-06-20,115.875,122.0,114.0,77.8256,30580200
1999-06-27,122.875,127.75,121.5625,79.356,27471200
1999-07-04,124.0,132.25,122.1875,85.2377,29169600
1999-07-11,132.5,137.4375,130.625,88.5408,23234600
1999-07-18,137.4375,139.1875,134.5,87.8155,26123300
1999-07-25,136.5,138.875,122.625,80.4439,46559500
1999-08-01,123.625,128.6875,122.75,81.0075,27353400
1999-08-08,124.0,127.0,117.5625,79.6759,30682900
1999-08-15,123.625,124.5,118.9375,79.595,24865500
1999-08-22,125.0,129.625,121.0625,78.5467,30177700
1999-08-29,122.75,125.875,120.875,79.9982,31548500
1999-09-05,124.25,129.75,122.6875,83.1332,28117800
1999-09-12,128.875,137.6875,128.375,87.0946,28271400
1999-09-19,134.625,135.5625,123.75,80.885,35638800
1999-09-26,126.5,130.875,120.4375,80.6434,37659300
1999-10-03,126.625,126.8125,115.5,75.9658,40155500
1999-10-10,118.0,123.25,111.0625,73.224,53640500
1999-10-17,113.5,116.6875,103.875,69.5952,59216200
1999-10-24,108.0,113.0625,89.0,60.6038,126353200
1999-10-31,94.25,99.0,92.125,63.3858,55529400
1999-11-07,98.5,98.8125,90.0,58.2244,61461600
1999-11-14,90.5,97.5,90.5,61.9358,43569700
1999-11-21,96.0,105.125,92.625,67.144,61550800
1999-11-28,105.5,109.875,101.8125,67.831,37165600
1999-12-05,104.9375,112.875,102.125,72.2719,37670000
1999-12-12,113.0,122.125,107.5625,70.4145,58626000
1999-12-19,108.125,112.75,104.5,71.061,38810100
1999-12-26,109.0625,110.4375,107.75,70.1725,18144100
2000-01-02,109.6875,110.75,106.625,69.6877,16812800
2000-01-09,112.4375,119.75,110.625,73.3213,51137600
2000-01-16,117.25,123.3125,115.375,77.2778,42664100
2000-01-23,119.6875,124.75,112.6875,78.4896,41930500
2000-01-30,121.875,122.875,110.0625,72.0697,33329000
2000-02-06,111.375,118.4375,109.125,74.6941,32834700
2000-02-13,116.0,119.75,113.125,74.6115,26817500
2000-02-20,116.0,118.875,111.5,72.752,26599300
2000-02-27,112.0,113.4375,104.9375,69.8419,34514300
2000-03-05,104.625,110.0,99.5,69.8419,51128000
2000-03-12,109.9375,111.0,101.0,68.0634,42586200
2000-03-19,104.0,111.6875,102.5,71.135,36990400
2000-03-26,110.0,122.25,109.9375,78.0063,38090900
2000-04-02,125.0,128.25,117.0625,76.5511,44498000
2000-04-09,120.0,128.0,115.0625,79.6227,47096000
2000-04-16,124.75,125.375,102.875,67.9019,42153000
2000-04-23,103.875,115.125,102.0625,67.2554,43482900
2000-04-30,102.0,113.9375,101.25,72.1049,35488400
2000-05-07,112.5,113.625,106.5,69.761,22151300
2000-05-14,108.0625,110.625,102.0625,67.6197,33410400
2000-05-21,104.0,109.25,102.0,68.91460000000001,29694500
2000-05-28,106.0,112.25,103.4375,69.238,31197100
2000-06-04,107.75,111.0,105.5,70.4523,18535800
2000-06-11,108.4375,122.3125,108.4375,77.4933,37831000
2000-06-18,119.125,120.4375,113.25,73.3255,26364000
2000-06-25,113.5,120.6875,110.8125,72.4351,27864000
2000-07-02,113.0,115.75,108.625,70.9379,32971500
2000-07-09,108.75,109.875,100.0,68.0245,38608400
2000-07-16,104.6875,105.9375,101.0,67.2958,25072200
2000-07-23,104.4375,117.8125,101.0,74.2963,52881600
2000-07-30,114.125,115.625,108.875,72.3944,28454700
2000-08-06,110.5,116.5,110.0625,75.025,24015800
2000-08-13,116.625,121.8125,115.5625,78.1879,29859300
2000-08-20,120.0,123.6875,119.3125,78.0666,23739400
2000-08-27,121.0625,129.875,119.875,83.6164,24522100
2000-09-03,129.875,134.9375,129.5625,86.614,30751200
2000-09-10,132.8125,134.875,129.375,83.9406,20201600
2000-09-17,127.875,129.1875,122.75,81.0235,28000200
2000-09-24,125.25,126.6875,120.0,80.2944,22131000
2000-10-01,124.5,126.625,110.25,73.0024,31360800
2000-10-08,112.625,119.625,108.5625,75.19,43940700
2000-10-15,115.9375,119.375,103.125,70.6931,38085700
2000-10-22,111.5,113.875,90.25,61.4162,73707900
2000-10-29,94.9375,95.0,86.9375,60.7273,48792300
2000-11-05,93.5,102.625,90.3125,64.9,39748300
2000-11-12,99.875,103.75,93.0,60.3583,32715700
2000-11-19,91.8125,102.5,91.5,66.1586,29453200
2000-11-26,101.5,104.375,98.3125,64.8607,22641900
2000-12-03,100.4375,102.0,92.25,62.0618,32366400
2000-12-10,96.0,104.75,93.125,62.9544,37529600
2000-12-17,96.5,98.25,87.3125,56.9916,41477300
2000-12-24,88.375,94.4375,80.0625,57.762,50218400
2000-12-31,89.0,89.5625,82.125,55.1665,31039700
2001-01-07,84.5,99.75,83.75,61.0076,44243400
2001-01-14,93.5,96.4375,91.25,60.8857,37326000
2001-01-21,93.75,113.9375,91.8125,72.2028,55407400
2001-01-28,109.5,115.25,107.625,74.1094,40284600
2001-02-04,112.5,116.75,109.6,71.567,32690900
2001-02-11,109.4,118.2,109.3,72.7728,36346700
2001-02-18,110.55,118.64,110.3,74.7221,36127100
2001-02-25,114.55,115.6,100.25,67.5742,42892700
2001-03-04,105.8,107.65,97.5,66.4701,59912800
2001-03-11,102.81,108.4,97.905,64.5139,46134500
2001-03-18,97.9,98.9,88.2,58.5431,69327400
2001-03-25,91.0,94.99,87.65,60.7587,56915100
2001-04-01,95.25,100.0,93.75,62.4931,52363100
2001-04-08,97.45,100.0,90.05,63.6436,61563400
2001-04-15,98.5,101.94,93.8,62.5063,40878500
2001-04-22,96.2,116.4,95.2,74.6115,77613500
2001-04-29,114.01,116.9,111.68,75.5016,38896000
2001-05-06,116.4,118.95,111.2,75.2803,40113600
2001-05-13,116.2,118.9,110.96,72.7369,37760600
2001-05-20,111.2,117.68,111.0,76.3993,32528600
2001-05-27,117.95,119.9,117.1,76.6335,34175800
2001-06-03,117.35,117.59,111.64,73.4397,27313200
2001-06-10,113.25,119.0,112.85,75.5277,29115100
2001-06-17,116.3,118.47,113.38,73.9016,39634500
2001-06-24,113.98,117.25,111.36,73.4264,33936100
2001-07-01,113.75,116.95,111.1,73.5109,35231100
2001-07-08,113.5,115.4,105.81,69.2827,25368600
2001-07-15,106.5,109.3,101.56,70.6034,45085100
2001-07-22,108.53,109.38,103.03,68.7619,48318200
2001-07-29,105.7,106.95,102.73,68.1115,32640400
2001-08-05,104.9,110.09,104.76,70.3752,25049100
2001-08-12,107.25,107.37,102.7,68.3641,26622100
2001-08-19,105.0,106.85,103.66,68.1297,29689800
2001-08-26,104.68,107.8,101.4,69.6933,33357500
2001-09-02,106.99,108.2,98.86,65.1075,38433300
2001-09-09,100.15,103.13,96.0,62.9186,41318500
2001-09-16,96.0,97.4,95.59,62.8405,10312000
2001-09-23,93.9,96.85,89.5,58.9515,75874900
2001-09-30,91.8,96.0,87.49,59.7463,61809900
2001-10-07,91.72,98.88,91.34,63.8502,46534300
2001-10-14,98.03,101.0,94.9,65.6873,48297300
2001-10-21,99.85,106.7,99.66,66.8657,63646000
2001-10-28,102.65,112.1,101.9,72.4094,43181800
2001-11-04,110.5,111.12,106.9,71.3284,37118200
2001-11-11,109.95,115.56,109.0,74.4025,37384700
2001-11-18,113.0,117.0,112.05,74.6764,36595300
2001-11-25,114.7,116.8,113.05,75.2311,17282600
2001-12-02,115.9,116.4,111.81,75.3878,25381800
2001-12-09,114.8,121.98,113.21,78.5245,45133100
2001-12-16,120.0,123.21,119.41,78.9813,36439000
2001-12-23,120.15,124.7,120.15,79.5683,34879800
2001-12-30,122.05,123.93,121.1,80.1551,13552500
2002-01-06,122.75,125.6,119.8,81.9158,27410200
2002-01-13,125.0,126.39,120.28,78.4657,31815900
2002-01-20,120.0,120.55,112.81,74.5134,50666100
2002-01-27,114.25,114.26,107.0,71.2722,38030500
2002-02-03,109.5,110.21,101.0,70.4373,55992300
2002-02-10,108.0,108.5,102.61,68.5648,35615200
2002-02-17,105.0,109.15,101.7,67.1931,39999400
2002-02-24,101.5,101.8,95.76,64.2938,48524400
2002-03-03,98.45,103.1,95.99,67.2779,51947900
2002-03-10,103.35,107.5,103.13,68.6293,47716600
2002-03-17,104.35,108.85,103.6,69.7402,42312900
2002-03-24,107.1,108.64,104.7,68.9631,25972800
2002-03-31,105.8,106.66,102.3,67.9182,25371800
2002-04-07,104.0,104.0,97.25,63.5099,36348600
2002-04-14,87.5,89.95,83.34,55.9019,110915600
2002-04-21,86.5,90.03,84.0,58.1221,51881200
2002-04-28,88.95,89.08,84.7,55.32,31976800
2002-05-05,84.71,85.23,81.11,53.4072,42862600
2002-05-12,81.7,83.0,75.92,52.1384,61365900
2002-05-19,80.25,86.49,79.5,56.0706,37347000
2002-05-26,85.45,85.46,82.52,54.3757,25012900
2002-06-02,82.8,83.11,80.22,52.6422,21572100
2002-06-09,80.75,80.95,77.0,51.2348,37679600
2002-06-16,77.75,78.8,73.25,49.8413,45827200
2002-06-23,76.18,77.75,68.19,44.9857,51134600
2002-06-30,67.25,73.62,66.1,47.113,57852100
2002-07-07,72.01,73.9,67.16,48.0941,37790200
2002-07-14,73.0,73.48,67.55,45.2871,50344300
2002-07-21,68.4,74.2,66.6,47.113,59382000
2002-07-28,71.25,72.19,65.7,43.4484,64032200
2002-08-04,70.37,72.7,67.123,44.4167,50524400
2002-08-11,67.94,74.3,65.85,47.1055,38908400
2002-08-18,71.05,79.98,70.61,52.0371,42317000
2002-08-25,79.35,82.85,79.01,52.7254,37601400
2002-09-01,80.4,80.89,75.1,49.4332,31618300
2002-09-08,74.2,75.0,71.5,48.0039,24172900
2002-09-15,72.45,77.5,71.31,47.5449,29375000
2002-09-22,72.0,73.45,63.9,41.9181,59746800
2002-09-29,63.75,64.88,59.55,39.5835,59368800
2002-10-06,59.55,62.0,55.77,37.1178,60870400
2002-10-13,56.6,63.92,54.01,41.9181,67068700
2002-10-20,61.54,74.25,61.54,48.6923,72333100
2002-10-27,73.65,75.9,71.75,48.8959,51966700
2002-11-03,75.15,80.5,74.2,52.7254,56300300
2002-11-10,81.999,83.81,77.2,50.9765,52112700
2002-11-17,77.59,80.99,76.7,52.5664,49427000
2002-11-24,80.8,85.17,77.84,55.4701,45104700
2002-12-01,84.63,88.118,83.52,57.106,28403300
2002-12-08,88.6,89.46,81.07,54.0837,41340300
2002-12-15,81.0,82.48,78.27,52.5599,37359400
2002-12-22,79.6,81.79,78.24,52.4214,36542600
2002-12-29,79.75,81.507,76.61,50.825,20462000
2003-01-05,77.0,81.65,75.6,53.6436,29766000
2003-01-12,81.9,88.04,81.81,57.6056,50015800
2003-01-19,88.31,88.95,81.18,53.4133,53666500
2003-01-26,81.3,81.85,78.82,51.896,34482000
2003-02-02,77.99,81.3,77.02,51.3771,42179100
2003-02-09,78.2,78.9,76.25,50.7529,37380000
2003-02-16,77.1,78.97,74.31,50.9834,41685500
2003-02-23,78.02,80.05,77.91,52.6289,26994000
2003-03-02,79.7,79.99,76.75,51.3124,39626000
2003-03-09,78.9,79.0,75.71,51.2801,32955800
2003-03-16,77.45,79.48,73.17,52.0036,48108200
2003-03-23,78.0,84.9,77.84,55.8874,58114400
2003-03-30,82.5,84.0,80.5,53.2216,42576600
2003-04-06,79.26,83.48,78.12,53.1823,46490100
2003-04-13,82.6,82.9,78.13,51.839,39950400
2003-04-20,78.5,84.4,78.16,55.466,42275600
2003-04-27,84.4,86.06,82.6,55.216,36069200
2003-05-04,84.05,87.57,83.62,57.6453,39412200
2003-05-11,87.2,88.34,85.75,57.7374,35260800
2003-05-18,87.55,90.404,87.1,58.687,38804400
2003-05-25,88.05,88.47,84.89,56.2272,32840300
2003-06-01,84.51,88.7,84.51,58.0604,26817200
2003-06-08,89.0,89.08,79.84,52.791,70060100
2003-06-15,80.0,84.98,79.81,54.5721,41273400
2003-06-22,83.1,85.29,82.551,56.0028,38454600
2003-06-29,84.79,84.79,82.09,55.014,27830100
2003-07-06,83.9,84.89,81.4,55.3635,24956900
2003-07-13,84.8,86.75,83.47,55.9833,32153300
2003-07-20,86.0,87.033,82.5,55.2115,45155500
2003-07-27,83.2,83.74,81.51,55.0998,33173500
2003-08-03,83.67,83.7,80.05,53.5961,34888500
2003-08-10,80.75,81.36,78.73,53.4458,30303400
2003-08-17,80.87,82.19,80.28,54.0471,22221800
2003-08-24,82.05,84.72,81.9,54.8268,30617200
2003-08-31,82.85,83.03,81.27,54.1926,24250300
2003-09-07,82.4,88.29,82.3,57.4571,41050400
2003-09-14,88.45,89.97,86.4,58.6133,41699900
2003-09-21,89.7,93.47,88.39,61.64,42045500
2003-09-28,92.0,92.24,89.0,58.8444,34498800
2003-10-05,89.25,91.95,87.9,59.8952,35620000
2003-10-12,90.74,93.6,90.4,61.2367,27727800
2003-10-19,93.1,94.54,88.66,58.9636,47515300
2003-10-26,89.35,89.4,87.53,58.4283,29385100
2003-11-02,88.8,90.71,88.05,59.1289,28626900
2003-11-09,89.9,90.84,87.72,58.4282,28508542
2003-11-16,89.55,91.48,88.89,59.7457,28886000
2003-11-23,89.9,90.18,88.23,58.6733,25238100
2003-11-30,89.03,90.68,88.95,59.9378,15370800
2003-12-07,90.9,91.48,90.0335,60.0036,27737500
2003-12-14,90.52,93.16,90.52,61.374,30946000
2003-12-21,93.43,94.12,91.88,61.659,33441100
2003-12-28,92.83,93.5,92.18,61.4999,11178500
2004-01-04,93.1,93.73,91.2,60.6063,18095700
2004-01-11,92.0,93.38,91.0,60.3812,28767900
2004-01-18,91.21,95.65,89.01,63.102,48630300
2004-01-25,96.0,98.21,95.73,64.8099,25893600
2004-02-01,97.9,99.85,96.55,65.6903,30867900
2004-02-08,99.15,100.43,98.25,65.6045,31571900
2004-02-15,99.31,100.31,98.41,66.115,20479800
2004-02-22,99.99,100.0,97.19,64.5237,19899900
2004-02-29,97.4,97.51,95.2,63.9864,25687000
2004-03-07,96.5,97.6,95.56,63.9534,21758500
2004-03-14,96.49,96.88,91.15,61.865,32863600
2004-03-21,92.6,93.79,90.88,60.7509,27615100
2004-03-28,91.27,93.25,90.28,61.5134,27483500
2004-04-04,92.99,94.55,91.35,62.4618,25051400
2004-04-11,93.95,94.39,92.51,61.7453,16195100
2004-04-18,93.5,94.36,91.04,61.1883,31429700
2004-04-25,91.9,92.48,89.7,60.5255,26097100
2004-05-02,90.75,91.99,88.01,58.4631,26791300
2004-05-09,88.13,89.75,87.2012,58.5951,25650700
2004-05-16,87.6,88.15,85.12,57.4123,31621000
2004-05-23,85.3,88.88,85.15,57.8909,26696300
2004-05-30,87.75,89.08,86.55,58.8611,20736400
2004-06-06,88.0,88.64,87.3,58.1768,15462600
2004-06-13,88.75,90.75,88.01,60.1034,18367000
2004-06-20,90.05,91.21,89.62,59.8374,22461800
2004-06-27,90.4,90.92,88.94,59.4983,22140200
2004-07-04,89.71,89.9,86.57,57.8312,21512600
2004-07-11,86.5,86.73,83.51,55.7382,26210700
2004-07-18,84.0,86.48,83.42,55.9973,35846400
2004-07-25,84.5,87.11,84.4,56.3756,28097600
2004-08-01,84.85,87.4,84.51,57.8512,23058600
2004-08-08,86.87,87.39,83.42,55.5832,20900600
2004-08-15,83.48,84.99,81.9,55.8691,26300100
2004-08-22,83.7,85.35,83.51,56.7622,21960800
2004-08-29,85.23,85.45,84.35,56.5551,16957800
2004-09-05,84.57,85.09,83.65,56.189,17296800
2004-09-12,84.7,87.0,84.6,57.7672,18003900
2004-09-19,87.0,87.28,85.44,57.0878,23140000
2004-09-26,85.4,86.43,83.24,56.2152,23168200
2004-10-03,84.1,86.98,83.88,57.7403,22469900
2004-10-10,87.0,88.1,86.51,57.7341,21303800
2004-10-17,86.77,87.2,84.3,56.4951,24471000
2004-10-24,84.3,89.73,84.29,58.1866,40451400
2004-10-31,87.36,90.27,87.31,59.7579,27892700
2004-11-07,89.33,93.52,89.23,62.1083,30262500
2004-11-14,92.5,95.5,92.5,63.5892,28093400
2004-11-21,95.08,96.63,94.25,63.0088,27263700
2004-11-28,94.3,95.79,94.16,63.1891,17303200
2004-12-05,94.94,97.63,94.24,64.7633,29205700
2004-12-12,96.88,98.25,95.71,64.4897,26617500
2004-12-19,96.85,98.15,96.08,64.1763,27585000
2004-12-26,96.35,98.0,96.35,65.1901,18010800
2005-01-02,97.69,99.0,97.37,65.7641,17435100
2005-01-09,98.97,99.1,95.47,63.8963,27204300
2005-01-16,95.78,96.2,93.55,62.7754,26042800
2005-01-23,93.65,95.34,92.23,61.6277,28830800
2005-01-30,92.7,93.59,91.44,61.9681,27579900
2005-02-06,93.65,94.74,93.0,63.0486,20039100
2005-02-13,94.35,94.9,92.3,62.36,21113600
2005-02-20,93.16,94.97,92.55,62.3404,20352400
2005-02-27,92.67,93.5,91.55,62.0264,18693400
2005-03-06,92.53,93.73,92.2,61.7388,22098600
2005-03-13,92.35,93.0,91.2,61.1643,25571800
2005-03-20,91.5,92.27,89.09,59.6733,25811400
2005-03-27,89.42,91.55,89.26,60.6224,18927700
2005-04-03,90.71,91.76,90.04,60.4488,25784000
2005-04-10,90.08,90.62,87.5,58.5507,27803900
2005-04-17,87.35,87.56,76.33,51.2652,62486800
2005-04-24,77.15,77.75,71.85,49.6009,70205100
2005-05-01,75.24,77.18,74.05,51.0513,51331100
2005-05-08,76.88,78.11,74.97,50.4362,39163500
2005-05-15,75.26,75.46,72.5,49.0291,34102300
2005-05-22,73.09,77.64,73.09,51.2071,34561000
2005-05-29,76.3,77.41,75.17,51.6696,24825000
2005-06-05,76.6,77.5,75.5,51.4262219442,24394700
2005-06-12,75.8,76.09,74.1,50.7341155135,24804200
2005-06-19,74.5,77.73,74.45,51.833343374,33568000
2005-06-26,76.03,77.49,74.0,50.2184283691,33289800
2005-07-03,74.01,75.68,73.45,50.6662619419,30677800
2005-07-10,74.38,79.52,74.16,53.8078823087,37388800
2005-07-17,79.4,82.75,78.52,55.8977723151,45662500
2005-07-24,81.99,85.11,81.68,57.2955558909,45014200
2005-07-31,83.98,84.52,82.81,56.6305908888,24382900
2005-08-07,83.0,84.2,82.73,56.5627373172,22265700
2005-08-14,83.41,84.01,81.62,55.9026529535,22568800
2005-08-21,81.9,83.3,80.8,56.2903462518,22885800
2005-08-28,82.75,83.35,80.26,54.6715566906,22210500
2005-09-04,80.0,81.75,79.34,54.045806104,25171500
2005-09-11,79.7,81.52,79.7,55.3925301926,18681300
2005-09-18,81.03,82.11,79.67,54.6375485066,25110400
2005-09-25,79.74,79.98,77.3,53.0527671295,31701800
2005-10-02,78.31,80.55,76.93,54.5627305016,30116700
2005-10-09,80.22,81.47,78.7,54.7531763324,30921800
2005-10-16,81.24,83.52,81.08,56.0114791425,36349300
2005-10-23,82.36,84.6,81.93,56.67803955,39286100
2005-10-30,83.15,83.95,80.5,55.378926919,25793400
2005-11-06,81.51,83.3,80.64,56.4535855352,31154000
2005-11-13,83.1,84.84,82.3,57.6461623661,21762600
2005-11-20,84.25,88.0,84.03,59.8415573137,30719600
2005-11-27,87.6,89.39,86.88,60.543810977,18193100
2005-12-04,88.8,89.94,88.36,60.441541026,25765400
